DISTANCE_IN_METERS,DURATION_IN_SEC,NDT_IN_KMH,ORGANISATION,POINT_1_CITY,POINT_1_COUNTRY,POINT_1_LAT,POINT_1_LNG,POINT_1_NAME,POINT_1_POSTAL_CODE,POINT_1_STREET,POINT_1_STREET_NUMBER,POINT_2_CITY,POINT_2_COUNTRY,POINT_2_LAT,POINT_2_LNG,POINT_2_NAME,POINT_2_POSTAL_CODE,POINT_2_STREET,POINT_2_STREET_NUMBER,RBA_ID,REPORT_ID,REPORT_NAME,ROAD_TYPE,_id
610,27,81,COWI,Ega,Denmark,56.20496203409241,10.259470361936565,4578,8250,Grenåvej,402,Risskov,Denmark,56.2026461982616,10.25068287483407,4565,8240,Grenåvej,337,192380,190583,AAR_BT_0285 4578 4565,MAJOR_ROAD,218
1095,56,70,COWI,Tilst,Denmark,56.182637286706964,10.113531440475526,4335,8381,Langørvej,36,Aarhus,Denmark,56.17941549701764,10.130153804893553,4342,8210,Viborgvej,322,229138,193376,AAR_BT_0347 4335 4342,MAJOR_ROAD,268
1460,75,70,COWI,Aarhus,Denmark,56.152447520476194,10.064734635581999,3184,8220,Silkeborgvej,790,Aarhus,Denmark,56.15286327729632,10.087895233135214,4343,8220,Silkeborgvej,699,229170,195233,AAR_BT_0363 3184 4343,MAJOR_ROAD,284
1485,76,70,COWI,Aarhus,Denmark,56.1529230346212,10.087875116567602,4343,8220,Silkeborgvej,699,Aarhus,Denmark,56.152447520476194,10.064734635581999,3184,8220,Silkeborgvej,790,229172,195259,AAR_BT_0364 4343 3184,MAJOR_ROAD,285
1250,64,70,COWI,Højbjerg,Denmark,56.108951357622736,10.182395559524593,4570,8270,Ringvej Syd,,Højbjerg,Denmark,56.10986429894997,10.162728804893504,4557,8270,Ringvej Syd,,229449,197868,AAR_BT_0412 4570 4557,MAJOR_ROAD,333
1325,84,57,COWI,Aarhus,Denmark,56.13417989322382,10.17948788343233,4556,8260,Rosenvangs Alle,27,Aarhus,Denmark,56.131053962866226,10.166163050262412,3987,8260,Skanderborgvej,169,229559,203716,AAR_BT_0467 4556 3987,MAJOR_ROAD,388
620,32,70,COWI,,Denmark,56.184659561973874,10.19604842460626,3155,,,,Aarhus,Denmark,56.18958131478287,10.191119927578029,4361,8200,Randersvej,210,229084,192653,AAR_BT_0316 3155 4361,MAJOR_ROAD,241
855,51,60,COWI,Risskov,Denmark,56.19371107014121,10.218878251485876,4581,8240,Dybbølvej,7B,Risskov,Denmark,56.190387445286476,10.223110775463056,4351,8240,Vestre Strandalle,69-71,229120,193132,AAR_BT_0338 4581 4351,MAJOR_ROAD,259
740,53,50,COWI,Aarhus,Denmark,56.17389164456407,10.182183959489976,3983,8200,Paludan-Müllers Vej,48,Aarhus,Denmark,56.179322409643085,10.175338207340246,4363,8200,Paludan-Müllers Vej,231,229128,193239,AAR_BT_0342 3983 4363,MAJOR_ROAD,263
1315,59,80,COWI,Tilst,Denmark,56.18546282170713,10.096344851520598,4347,8381,Tilst Parkvej,11,Tilst,Denmark,56.18959388227456,10.07666460978703,4333,8381,Viborgvej,,229132,193294,AAR_BT_0344 4347 4333,MAJOR_ROAD,265
1110,55,73,COWI,Tilst,Denmark,56.18546282170713,10.096344851520598,4347,8381,Tilst Parkvej,11,Tilst,Denmark,56.182637286706964,10.113531440475526,4335,8381,Langørvej,36,229134,193322,AAR_BT_0345 4347 4335,MAJOR_ROAD,266
1110,55,73,COWI,Tilst,Denmark,56.182637286706964,10.113531440475526,4335,8381,Langørvej,36,Tilst,Denmark,56.18546282170713,10.096344851520598,4347,8381,Tilst Parkvej,11,229136,193348,AAR_BT_0346 4335 4347,MAJOR_ROAD,267
1300,82,57,COWI,Aarhus,Denmark,56.13096577062022,10.166318618385276,3987,8260,Skanderborgvej,169,Aarhus,Denmark,56.13417989322382,10.17948788343233,4556,8260,Rosenvangs Alle,27,229561,203742,AAR_BT_0468 3987 4556,MAJOR_ROAD,389
580,35,60,COWI,Aarhus,Denmark,56.13959744418457,10.186632644180236,3990,8000,Marselis Boulevard,135,Aarhus,Denmark,56.13962771141822,10.177235595245293,3988,8000,Haveforening Af 1918,5,180149,179093,AAR_BT_0116 3990 3988,MAJOR_ROAD,50
845,38,80,COWI,Ega,Denmark,56.206985193530365,10.267323856483472,4569,8250,Grenåvej,,Ega,Denmark,56.21155278296297,10.27770202943043,4353,8250,Grenåvej,,192374,190501,AAR_BT_0282 4569 4353,MAJOR_ROAD,215
530,24,80,COWI,Ega,Denmark,56.207098572394976,10.267205839286817,4569,8250,Grenåvej,,Ega,Denmark,56.20496203409241,10.259470361936565,4578,8250,Grenåvej,402,192376,190529,AAR_BT_0283 4569 4578,MAJOR_ROAD,216
510,29,63,COWI,Risskov,Denmark,56.19677547153966,10.216211542327983,4564,8240,Smedegade,10,Risskov,Denmark,56.19371107014121,10.218878251485876,4581,8240,Dybbølvej,7B,229114,193053,AAR_BT_0335 4564 4581,MAJOR_ROAD,256
815,49,60,COWI,Risskov,Denmark,56.190387445286476,10.223110775463056,4351,8240,Vestre Strandalle,69-71,Risskov,Denmark,56.19369241581476,10.21908612268453,4581,8240,Dybbølvej,7B,229118,193106,AAR_BT_0337 4351 4581,MAJOR_ROAD,258
585,39,54,COWI,Risskov,Denmark,56.186546268439095,10.218303812914883,4582,8240,Grenåvej,125,Risskov,Denmark,56.190387445286476,10.223110775463056,4351,8240,Vestre Strandalle,69-71,229124,193185,AAR_BT_0340 4582 4351,MAJOR_ROAD,261
575,39,53,COWI,Aarhus,Denmark,56.13417989322382,10.17948788343233,4556,8260,Rosenvangs Alle,27,Aarhus,Denmark,56.138322977998705,10.179336344162948,4373,8260,Skanderborgvej,107,229563,203769,AAR_BT_0469 4556 4373,MAJOR_ROAD,390
615,37,60,COWI,,Denmark,56.16816672029917,10.207060089618722,4331,,,,Aarhus,Denmark,56.17122707649042,10.201380373016264,3191,8000,,,189722,187774,AAR_BT_0241 4331 3191,MAJOR_ROAD,175
560,39,52,COWI,,Denmark,56.15499691392427,10.182841611114554,3195,,,,,Denmark,56.15591411050229,10.176133542327875,3198,,,,189752,188172,AAR_BT_0256 3195 3198,MAJOR_ROAD,190
910,52,63,COWI,Risskov,Denmark,56.20056009742038,10.241876431877131,4567,8240,Grenåvej,,Risskov,Denmark,56.205074,10.236217525131224,4340,8240,Lystrupvej,42,229104,192919,AAR_BT_0330 4567 4340,MAJOR_ROAD,251
1205,67,65,COWI,Risskov,Denmark,56.205074,10.236217525131224,4340,8240,Lystrupvej,42,Risskov,Denmark,56.19774431284465,10.228593618385275,4572,8240,Grenåvej,,229106,192946,AAR_BT_0331 4340 4572,MAJOR_ROAD,252
1220,68,65,COWI,Risskov,Denmark,56.19765179702361,10.228639215938529,4572,8240,Grenåvej,,Risskov,Denmark,56.205074,10.236217525131224,4340,8240,Lystrupvej,42,229108,192972,AAR_BT_0332 4572 4340,MAJOR_ROAD,253
860,47,66,COWI,Risskov,Denmark,56.19677547153966,10.216211542327983,4564,8240,Smedegade,10,Risskov,Denmark,56.19765179702361,10.228639215938529,4572,8240,Grenåvej,,229110,193000,AAR_BT_0333 4564 4572,MAJOR_ROAD,254
585,40,53,COWI,Aarhus,Denmark,56.13844851575673,10.179150601188667,4373,8260,Skanderborgvej,107,Aarhus,Denmark,56.13417989322382,10.17948788343233,4556,8260,Rosenvangs Alle,27,229565,203795,AAR_BT_0470 4373 4556,MAJOR_ROAD,391
1250,86,52,COWI,Aarhus,Denmark,56.13417989322382,10.17948788343233,4556,8260,Rosenvangs Alle,27,Aarhus,Denmark,56.12437832738177,10.180056017196648,4553,8260,Jyllands Alle,158,229567,203822,AAR_BT_0471 4556 4553,MAJOR_ROAD,392
920,55,60,COWI,Aarhus,Denmark,56.21831017223658,10.167189431877205,4586,8200,Randersvej,354,Aarhus,Denmark,56.21071820426365,10.173023480985648,4348,8200,Randersvej,,160897,158776,AAR_BT_0016 4586 4348,MAJOR_ROAD,16
2255,132,62,COWI,Risskov,Denmark,56.20913963031665,10.246642527612721,4354,8240,Viengevej,,Risskov,Denmark,56.210237386910975,10.21333293005955,4358,8240,Sindalsvej,40,229076,192546,AAR_BT_0304 4354 4358,MAJOR_ROAD,237
1215,62,71,COWI,Aarhus,Denmark,56.19920218884512,10.182238219573946,4362,8200,Randersvej,,Aarhus,Denmark,56.18950967440927,10.190940219574031,4361,8200,Randersvej,210,229078,192574,AAR_BT_0313 4362 4361,MAJOR_ROAD,238
805,49,59,COWI,Risskov,Denmark,56.190387445286476,10.223110775463056,4351,8240,Vestre Strandalle,69-71,,Denmark,56.187071255964284,10.212341355819717,2661,,,,229086,192681,AAR_BT_0317 4351 2661,MAJOR_ROAD,242
805,49,59,COWI,,Denmark,56.18696229571611,10.212459373016372,2661,,,,Risskov,Denmark,56.190387445286476,10.223110775463056,4351,8240,Vestre Strandalle,69-71,229088,192707,AAR_BT_0318 2661 4351,MAJOR_ROAD,243
1105,56,71,COWI,Ega,Denmark,56.20496203409241,10.259470361936565,4578,8250,Grenåvej,402,Risskov,Denmark,56.20913963031665,10.246642527612721,4354,8240,Viengevej,,229100,192866,AAR_BT_0326 4578 4354,MAJOR_ROAD,249
535,30,64,COWI,Risskov,Denmark,56.19369241581476,10.21908612268453,4581,8240,Dybbølvej,7B,Risskov,Denmark,56.196878435033454,10.216251775463206,4564,8240,Smedegade,10,229116,193079,AAR_BT_0336 4581 4564,MAJOR_ROAD,257
645,42,55,COWI,,Denmark,56.148158423711955,10.149694601188685,2653,,,,Aarhus,Denmark,56.14774074192765,10.158060728836062,3984,8230,Anker Jensens Vej,12,189680,187218,AAR_BT_0220 2653 3984,MAJOR_ROAD,154
2485,114,78,COWI,Hjortshøj,Denmark,56.242032790256985,10.261365288360594,3153,8530,Mejlbyvej,285,Ega,Denmark,56.22020076302727,10.267762215938546,4352,8250,Mejlbyvej,58,192396,190799,AAR_BT_0293 3153 4352,MAJOR_ROAD,226
1375,83,60,COWI,Lystrup,Denmark,56.21728389714838,10.233619432540877,4346,8520,Lystrupvej,201,Risskov,Denmark,56.205074,10.236217525131224,4340,8240,Lystrupvej,42,192404,190908,AAR_BT_0297 4346 4340,MAJOR_ROAD,230
805,43,67,COWI,Aarhus,Denmark,56.20103008023493,10.169078780426162,4366,8200,Humlehusvej,16,Aarhus,Denmark,56.2049938543326,10.17926542270186,4365,8200,Skejby Nordlandsvej,311,192408,190963,AAR_BT_0299 4366 4365,MAJOR_ROAD,232
830,44,68,COWI,Aarhus,Denmark,56.2049938543326,10.17926542270186,4365,8200,Skejby Nordlandsvej,311,Aarhus,Denmark,56.20114198464991,10.168842746032851,4366,8200,Humlehusvej,16,229068,192438,AAR_BT_0300 4365 4366,MAJOR_ROAD,233
2265,130,63,COWI,Aarhus,Denmark,56.2049938543326,10.17926542270186,4365,8200,Skejby Nordlandsvej,311,Risskov,Denmark,56.210237386910975,10.21333293005955,4358,8240,Sindalsvej,40,229070,192466,AAR_BT_0301 4365 4358,MAJOR_ROAD,234
1315,91,52,COWI,Aarhus,Denmark,56.12437832738177,10.180056017196648,4553,8260,Jyllands Alle,158,Aarhus,Denmark,56.13417989322382,10.17948788343233,4556,8260,Rosenvangs Alle,27,229569,203848,AAR_BT_0472 4553 4556,MAJOR_ROAD,393
870,45,70,COWI,,Denmark,56.167867187555736,10.1515794551907,2655,,,,,Denmark,56.17304495205962,10.161823402446771,2656,,,,180175,179444,AAR_BT_0129 2655 2656,MAJOR_ROAD,63
530,24,80,COWI,Ega,Denmark,56.20482701617347,10.259584355819698,4578,8250,Grenåvej,402,Ega,Denmark,56.206985193530365,10.267323856483472,4569,8250,Grenåvej,,192378,190555,AAR_BT_0284 4578 4569,MAJOR_ROAD,217
610,27,81,COWI,Risskov,Denmark,56.20251117218925,10.250786139881143,4565,8240,Grenåvej,337,Ega,Denmark,56.20482701617347,10.259584355819698,4578,8250,Grenåvej,402,192382,190609,AAR_BT_0286 4565 4578,MAJOR_ROAD,219
590,30,71,COWI,Risskov,Denmark,56.2026461982616,10.25068287483407,4565,8240,Grenåvej,337,Risskov,Denmark,56.20056009742038,10.241876431877131,4567,8240,Grenåvej,,192384,190637,AAR_BT_0287 4565 4567,MAJOR_ROAD,220
590,30,71,COWI,Risskov,Denmark,56.20043625463636,10.241989084655756,4567,8240,Grenåvej,,Risskov,Denmark,56.20251117218925,10.250786139881143,4565,8240,Grenåvej,337,192386,190663,AAR_BT_0288 4567 4565,MAJOR_ROAD,221
880,45,70,COWI,Risskov,Denmark,56.19765179702361,10.228639215938529,4572,8240,Grenåvej,,Risskov,Denmark,56.20043625463636,10.241989084655756,4567,8240,Grenåvej,,192390,190717,AAR_BT_0290 4572 4567,MAJOR_ROAD,223
815,42,70,COWI,Risskov,Denmark,56.19774431284465,10.228593618385275,4572,8240,Grenåvej,,Risskov,Denmark,56.19371107014121,10.218878251485876,4581,8240,Dybbølvej,7B,192392,190744,AAR_BT_0291 4572 4581,MAJOR_ROAD,224
695,47,53,COWI,,Denmark,56.15898299999999,10.182659856483497,3185,,,,,Denmark,56.15591411050229,10.176133542327875,3198,,,,189748,188119,AAR_BT_0254 3185 3198,MAJOR_ROAD,188
730,44,60,COWI,,Denmark,56.14258759218248,10.186756880950952,3150,,,,Aarhus,Denmark,56.13962771141822,10.177235595245293,3988,8000,Haveforening Af 1918,5,192358,190285,AAR_BT_0273 3150 3988,MAJOR_ROAD,207
390,23,61,COWI,Aarhus,Denmark,56.13953206657349,10.177203408737114,3988,8000,Haveforening Af 1918,5,Aarhus,Denmark,56.13844851575673,10.179150601188667,4373,8260,Skanderborgvej,107,192360,190312,AAR_BT_0274 3988 4373,MAJOR_ROAD,208
450,27,60,COWI,Aarhus,Denmark,56.138322977998705,10.179336344162948,4373,8260,Skanderborgvej,107,Aarhus,Denmark,56.13962771141822,10.177235595245293,3988,8000,Haveforening Af 1918,5,192362,190338,AAR_BT_0275 4373 3988,MAJOR_ROAD,209
2285,103,80,COWI,Ega,Denmark,56.230013292978384,10.293740482139583,4357,8250,Bredevej,2,Ega,Denmark,56.21163929866206,10.277436490737955,4353,8250,Grenåvej,,192368,190421,AAR_BT_0279 4357 4353,MAJOR_ROAD,212
805,41,71,COWI,Risskov,Denmark,56.19369241581476,10.21908612268453,4581,8240,Dybbølvej,7B,Risskov,Denmark,56.19765179702361,10.228639215938529,4572,8240,Grenåvej,,192394,190770,AAR_BT_0292 4581 4572,MAJOR_ROAD,225
1380,83,60,COWI,Risskov,Denmark,56.205074,10.236217525131224,4340,8240,Lystrupvej,42,Lystrup,Denmark,56.21728389714838,10.233619432540877,4346,8520,Lystrupvej,201,192406,190934,AAR_BT_0298 4340 4346,MAJOR_ROAD,231
1020,52,71,COWI,,Denmark,56.16798814878688,10.151387677246134,2655,,,,,Denmark,56.1601908856982,10.143257948409996,2654,,,,182194,180547,AAR_BT_0130 2655 2654,MAJOR_ROAD,64
660,44,54,COWI,,Denmark,56.16945046812791,10.194338714120931,3192,,,,Aarhus,Denmark,56.170278565367,10.186652602364234,3982,8200,Åbogade,1A,189724,187801,AAR_BT_0242 3192 3982,MAJOR_ROAD,176
890,58,55,COWI,,Denmark,56.16389697427008,10.18616224669654,3193,,,,Aarhus,Denmark,56.170278565367,10.186652602364234,3982,8200,Åbogade,1A,189728,187854,AAR_BT_0244 3193 3982,MAJOR_ROAD,178
865,56,56,COWI,Aarhus,Denmark,56.170278565367,10.186652602364234,3982,8200,Åbogade,1A,,Denmark,56.163969409207326,10.185844404928275,3193,,,,189730,187880,AAR_BT_0245 3982 3193,MAJOR_ROAD,179
665,40,60,COWI,,Denmark,56.163969409207326,10.185844404928275,3193,,,,,Denmark,56.162446952950255,10.17839594725615,3157,,,,189732,187907,AAR_BT_0246 3193 3157,MAJOR_ROAD,180
685,41,60,COWI,,Denmark,56.162369287665825,10.178335597553314,3157,,,,,Denmark,56.16389697427008,10.18616224669654,3193,,,,189734,187933,AAR_BT_0247 3157 3193,MAJOR_ROAD,181
1420,96,53,COWI,Aarhus,Denmark,56.13417989322382,10.17948788343233,4556,8260,Rosenvangs Alle,27,Højbjerg,Denmark,56.12994000000001,10.187329678573633,4548,8270,Jyllands Alle,114,229571,203875,AAR_BT_0473 4556 4548,MAJOR_ROAD,394
1270,88,52,COWI,Højbjerg,Denmark,56.12994000000001,10.187329678573633,4548,8270,Jyllands Alle,114,Aarhus,Denmark,56.13417989322382,10.17948788343233,4556,8260,Rosenvangs Alle,27,229573,203901,AAR_BT_0474 4548 4556,MAJOR_ROAD,395
635,42,54,COWI,Aarhus,Denmark,56.12437832738177,10.180056017196648,4553,8260,Jyllands Alle,158,Højbjerg,Denmark,56.12391430736949,10.185914784061424,4568,8270,Rosenvangs Alle,118,229575,203928,AAR_BT_0475 4553 4568,MAJOR_ROAD,396
1915,98,70,COWI,Aarhus,Denmark,56.13962771141822,10.177235595245293,3988,8000,Haveforening Af 1918,5,,Denmark,56.14051551675728,10.154338145998054,2652,,,,189690,187350,AAR_BT_0225 3988 2652,MAJOR_ROAD,159
1925,99,70,COWI,Aarhus,Denmark,56.13962771141822,10.177235595245293,3988,8000,Haveforening Af 1918,5,,Denmark,56.13199024175818,10.157454995037142,2651,,,,189694,187403,AAR_BT_0227 3988 2651,MAJOR_ROAD,161
890,46,70,COWI,,Denmark,56.13199024175818,10.157454995037142,2651,,,,Aarhus,Denmark,56.125829583613914,10.157709017196566,3986,8260,Skanderborgvej,224B,189696,187430,AAR_BT_0228 2651 3986,MAJOR_ROAD,162
850,47,65,COWI,,Denmark,56.13199024175818,10.157454995037142,2651,,,,Aarhus,Denmark,56.13096577062022,10.166318618385276,3987,8260,Skanderborgvej,169,189700,187483,AAR_BT_0230 2651 3987,MAJOR_ROAD,164
715,43,60,COWI,,Denmark,56.171122550932225,10.201447428241636,3191,,,,Aarhus,Denmark,56.17606861552515,10.201770887067823,3977,8200,Randersvej,54,189716,187695,AAR_BT_0238 3191 3977,MAJOR_ROAD,172
685,41,60,COWI,Aarhus,Denmark,56.176038754874654,10.201616660049467,3977,8200,Randersvej,54,Aarhus,Denmark,56.17122707649042,10.201380373016264,3191,8000,,,189718,187721,AAR_BT_0239 3977 3191,MAJOR_ROAD,173
765,51,54,COWI,Højbjerg,Denmark,56.12391430736949,10.185914784061424,4568,8270,Rosenvangs Alle,118,Aarhus,Denmark,56.12437832738177,10.180056017196648,4553,8260,Jyllands Alle,158,229577,203954,AAR_BT_0476 4568 4553,MAJOR_ROAD,397
740,49,54,COWI,Højbjerg,Denmark,56.12391430736949,10.185914784061424,4568,8270,Rosenvangs Alle,118,Højbjerg,Denmark,56.12994,10.18704,4548,8270,Jyllands Alle,114,229579,203981,AAR_BT_0477 4568 4548,MAJOR_ROAD,398
800,41,70,COWI,,Denmark,56.187071255964284,10.212341355819717,2661,,,,,Denmark,56.1833360361296,10.200700790178303,2660,,,,180153,179148,AAR_BT_0118 2661 2660,MAJOR_ROAD,52
1470,76,70,COWI,,Denmark,56.1601908856982,10.143257948409996,2654,,,,,Denmark,56.148158423711955,10.149694601188685,2653,,,,182198,180601,AAR_BT_0132 2654 2653,MAJOR_ROAD,66
840,51,59,COWI,,Denmark,56.174917180024806,10.171611868717264,2657,,,,Aarhus,Denmark,56.17389164456407,10.182183959489976,3983,8200,Paludan-Müllers Vej,48,186243,185237,AAR_BT_0202 2657 3983,MAJOR_ROAD,136
625,40,56,COWI,Aarhus,Denmark,56.14774074192765,10.158060728836062,3984,8230,Anker Jensens Vej,12,,Denmark,56.148242094184255,10.149874309192683,2653,,,,189682,187244,AAR_BT_0221 3984 2653,MAJOR_ROAD,155
1060,62,62,COWI,,Denmark,56.14051551675728,10.154338145998054,2652,,,,Aarhus,Denmark,56.14774074192765,10.158060728836062,3984,8230,Anker Jensens Vej,12,189684,187271,AAR_BT_0222 2652 3984,MAJOR_ROAD,156
1865,97,69,COWI,Tilst,Denmark,56.18277313796047,10.101564720237775,4329,8381,Anelystvej,,Tilst,Denmark,56.16716656043954,10.093516609210042,4345,8381,Anelystvej,35,229150,194960,AAR_BT_0353 4329 4345,MAJOR_ROAD,274
775,51,55,COWI,Højbjerg,Denmark,56.12994000000001,10.187329678573633,4548,8270,Jyllands Alle,114,Højbjerg,Denmark,56.12391430736949,10.185914784061424,4568,8270,Rosenvangs Alle,118,229581,204007,AAR_BT_0478 4548 4568,MAJOR_ROAD,399
645,43,54,COWI,Aarhus,Denmark,56.136738858609256,10.20776318039134,4375,8000,Strandvejen,94,Aarhus,Denmark,56.141823496238665,10.204370307865133,4367,8000,Marselis Boulevard,,229583,204034,AAR_BT_0479 4375 4367,MAJOR_ROAD,400
920,55,60,COWI,Aarhus,Denmark,56.210756242190286,10.173161614749915,4348,8200,Randersvej,,Aarhus,Denmark,56.21831017223658,10.167189431877205,4586,8200,Randersvej,354,160926,158805,AAR_BT_0017 4348 4586,MAJOR_ROAD,17
1455,75,70,COWI,,Denmark,56.148242094184255,10.149874309192683,2653,,,,,Denmark,56.16018043015113,10.143520804893456,2654,,,,182200,180627,AAR_BT_0133 2653 2654,MAJOR_ROAD,67
855,57,54,COWI,,Denmark,56.14984790483175,10.183679466270405,3196,,,,Odder,Denmark,56.151949698562795,10.17614185152047,3985,8300,Rypevej,11,192332,189941,AAR_BT_0260 3196 3985,MAJOR_ROAD,194
675,45,54,COWI,Aarhus,Denmark,56.14171141881423,10.204415905418273,4367,8000,Marselis Boulevard,,Aarhus,Denmark,56.136738858609256,10.20776318039134,4375,8000,Strandvejen,94,229585,204060,AAR_BT_0480 4367 4375,MAJOR_ROAD,401
935,61,55,COWI,Aarhus,Denmark,56.136738858609256,10.20776318039134,4375,8000,Strandvejen,94,Aarhus,Denmark,56.1407940671622,10.198852845403735,3989,8000,Marselis Boulevard,50,229587,204087,AAR_BT_0481 4375 3989,MAJOR_ROAD,402
930,61,55,COWI,Aarhus,Denmark,56.14063267124548,10.1989185595246,3989,8000,Marselis Boulevard,50,Aarhus,Denmark,56.136738858609256,10.20776318039134,4375,8000,Strandvejen,94,229589,204113,AAR_BT_0482 3989 4375,MAJOR_ROAD,403
900,50,65,COWI,Højbjerg,Denmark,56.10480213435411,10.198804084655762,4371,8270,Bushøjvænget,111,Højbjerg,Denmark,56.105069529457616,10.206927436840033,4372,8270,Oddervej,172,229591,204140,AAR_BT_0483 4371 4372,MAJOR_ROAD,404
