DISTANCE_IN_METERS,DURATION_IN_SEC,NDT_IN_KMH,ORGANISATION,POINT_1_CITY,POINT_1_COUNTRY,POINT_1_LAT,POINT_1_LNG,POINT_1_NAME,POINT_1_POSTAL_CODE,POINT_1_STREET,POINT_1_STREET_NUMBER,POINT_2_CITY,POINT_2_COUNTRY,POINT_2_LAT,POINT_2_LNG,POINT_2_NAME,POINT_2_POSTAL_CODE,POINT_2_STREET,POINT_2_STREET_NUMBER,RBA_ID,REPORT_ID,REPORT_NAME,ROAD_TYPE,_id
660,40,59,COWI,,Denmark,56.14258759218248,10.186756880950952,3150,,,,Aarhus,Denmark,56.13844851575673,10.179150601188667,4373,8260,Skanderborgvej,107,186205,184729,AAR_BT_0183 3150 4373,MAJOR_ROAD,117
460,24,69,COWI,,Denmark,56.1833360361296,10.200700790178303,2660,,,,,Denmark,56.184659561973874,10.19604842460626,3155,,,,186223,184972,AAR_BT_0192 2660 3155,MAJOR_ROAD,126
1000,51,71,COWI,,Denmark,56.148242094184255,10.149874309192683,2653,,,,,Denmark,56.153267352820414,10.139025504299298,3200,,,,189672,187112,AAR_BT_0216 2653 3200,MAJOR_ROAD,150
1075,63,61,COWI,Aarhus,Denmark,56.14774074192765,10.158060728836062,3984,8230,Anker Jensens Vej,12,,Denmark,56.1404960893661,10.154132957008414,2652,,,,189686,187297,AAR_BT_0223 3984 2652,MAJOR_ROAD,157
2045,105,70,COWI,,Denmark,56.1404960893661,10.154132957008414,2652,,,,Aarhus,Denmark,56.13953206657349,10.177203408737114,3988,8000,Haveforening Af 1918,5,189688,187324,AAR_BT_0224 2652 3988,MAJOR_ROAD,158
935,56,60,COWI,Aarhus,Denmark,56.176038754874654,10.201616660049467,3977,8200,Randersvej,54,,Denmark,56.16813760017301,10.20690854480938,4331,,,,981740,181305,AAR_BT_0158 3977 4331,MAJOR_ROAD,92
930,56,60,COWI,,Denmark,56.16816672029917,10.207060089618722,4331,,,,Aarhus,Denmark,56.17606861552515,10.201770887067823,3977,8200,Randersvej,54,182252,181331,AAR_BT_0159 4331 3977,MAJOR_ROAD,93
2500,94,96,COWI,Hjortshøj,Denmark,56.242032790256985,10.261365288360594,3153,8530,Mejlbyvej,285,Lystrup,Denmark,56.22537224883195,10.246154466270468,4327,8520,Djurslandmotorvejen,,229663,209960,AAR_BT_0519 3153 4327,MAJOR_ROAD,440
2110,125,61,COWI,,Denmark,56.184659561973874,10.19604842460626,3155,,,,Risskov,Denmark,56.19677547153966,10.216211542327983,4564,8240,Smedegade,10,229677,210146,AAR_BT_0528 3155 4564,MAJOR_ROAD,447
1110,56,71,COWI,Risskov,Denmark,56.20913963031665,10.246642527612721,4354,8240,Viengevej,,Risskov,Denmark,56.2026461982616,10.25068287483407,4565,8240,Grenåvej,337,229679,210173,AAR_BT_0529 4354 4565,MAJOR_ROAD,448
445,27,59,COWI,,Denmark,56.15898299999999,10.182659856483497,3185,,,,,Denmark,56.15498346925998,10.182616305557303,3195,,,,182230,181034,AAR_BT_0148 3185 3195,MAJOR_ROAD,82
445,27,59,COWI,,Denmark,56.15499691392427,10.182841611114554,3195,,,,,Denmark,56.1589844936963,10.182944170639075,3185,,,,182232,181060,AAR_BT_0149 3195 3185,MAJOR_ROAD,83
580,35,60,COWI,,Denmark,56.15498346925998,10.182616305557303,3195,,,,,Denmark,56.149807565419565,10.183499758266407,3196,,,,182234,181088,AAR_BT_0150 3195 3196,MAJOR_ROAD,84
580,35,60,COWI,,Denmark,56.14984790483175,10.183679466270405,3196,,,,,Denmark,56.15499691392427,10.182841611114554,3195,,,,182236,181114,AAR_BT_0151 3196 3195,MAJOR_ROAD,85
510,31,59,COWI,,Denmark,56.1457221852484,10.186944694442786,3197,,,,,Denmark,56.14984790483175,10.183679466270405,3196,,,,182240,181168,AAR_BT_0153 3197 3196,MAJOR_ROAD,87
510,31,59,COWI,Aarhus,Denmark,56.17606861552515,10.201770887067823,3977,8200,Randersvej,54,,Denmark,56.1803125039424,10.19893292642405,3154,,,,182248,181277,AAR_BT_0157 3977 3154,MAJOR_ROAD,91
290,17,61,COWI,,Denmark,56.17235120664372,10.209275766864721,3183,,,,,Denmark,56.17405423428392,10.213484466270415,3182,,,,182212,180790,AAR_BT_0139 3183 3182,MAJOR_ROAD,73
505,30,61,COWI,,Denmark,56.17243586196818,10.209219127208598,3183,,,,Aarhus,Denmark,56.17122707649042,10.201380373016264,3191,8000,,,182214,180818,AAR_BT_0140 3183 3191,MAJOR_ROAD,74
485,29,60,COWI,,Denmark,56.17122707649042,10.201380373016264,3191,,,,,Denmark,56.16945046812791,10.194338714120931,3192,,,,182218,180872,AAR_BT_0142 3191 3192,MAJOR_ROAD,76
480,29,60,COWI,,Denmark,56.16929516572502,10.194526468751974,3192,,,,,Denmark,56.171122550932225,10.201447428241636,3191,,,,182220,180898,AAR_BT_0143 3192 3191,MAJOR_ROAD,77
815,49,60,COWI,,Denmark,56.16945046812791,10.194338714120931,3192,,,,,Denmark,56.163969409207326,10.185844404928275,3193,,,,182222,180926,AAR_BT_0144 3192 3193,MAJOR_ROAD,78
520,31,60,COWI,,Denmark,56.149807565419565,10.183499758266407,3196,,,,,Denmark,56.14563850929,10.186762304229774,3197,,,,182238,181142,AAR_BT_0152 3196 3197,MAJOR_ROAD,86
525,29,65,COWI,,Denmark,56.18461478101305,10.195804343585905,3155,,,,,Denmark,56.18028339302693,10.198778699405693,3154,,,,182242,181197,AAR_BT_0154 3155 3154,MAJOR_ROAD,88
525,29,65,COWI,,Denmark,56.1803125039424,10.19893292642405,3154,,,,,Denmark,56.184659561973874,10.19604842460626,3155,,,,182244,181223,AAR_BT_0155 3154 3155,MAJOR_ROAD,89
510,31,59,COWI,,Denmark,56.18028339302693,10.198778699405693,3154,,,,Aarhus,Denmark,56.176038754874654,10.201616660049467,3977,8200,Randersvej,54,182246,181251,AAR_BT_0156 3154 3977,MAJOR_ROAD,90
615,35,63,COWI,,Denmark,56.17262995803033,10.153436152114864,3159,,,,,Denmark,56.169148028055325,10.161062711639374,3158,,,,183579,182712,AAR_BT_0162 3159 3158,MAJOR_ROAD,96
1365,82,60,COWI,,Denmark,56.169148028055325,10.161062711639374,3158,,,,,Denmark,56.162369287665825,10.178335597553314,3157,,,,183583,182766,AAR_BT_0164 3158 3157,MAJOR_ROAD,98
1360,82,60,COWI,,Denmark,56.162446952950255,10.17839594725615,3157,,,,,Denmark,56.169148028055325,10.161062711639374,3158,,,,183585,182792,AAR_BT_0165 3157 3158,MAJOR_ROAD,99
650,45,52,COWI,,Denmark,56.162369287665825,10.178335597553314,3157,,,,,Denmark,56.159418709313904,10.187763760747885,3156,,,,183587,182820,AAR_BT_0166 3157 3156,MAJOR_ROAD,100
700,36,70,COWI,,Denmark,56.15256095040008,10.123139046627102,3202,,,,,Denmark,56.15328110479527,10.110953550926183,4585,,,,183593,182901,AAR_BT_0169 3202 4585,MAJOR_ROAD,103
550,28,71,COWI,,Denmark,56.15256095040008,10.123139046627102,3202,,,,,Denmark,56.152757286457955,10.131331836805202,3201,,,,183595,182929,AAR_BT_0170 3202 3201,MAJOR_ROAD,104
550,28,71,COWI,,Denmark,56.152757286457955,10.131331836805202,3201,,,,,Denmark,56.15256095040008,10.123139046627102,3202,,,,183597,182955,AAR_BT_0171 3201 3202,MAJOR_ROAD,105
480,25,69,COWI,,Denmark,56.152757286457955,10.131331836805202,3201,,,,,Denmark,56.153135887760996,10.139060373016491,3200,,,,183599,182983,AAR_BT_0172 3201 3200,MAJOR_ROAD,106
480,25,69,COWI,,Denmark,56.153267352820414,10.139025504299298,3200,,,,,Denmark,56.152757286457955,10.131331836805202,3201,,,,183601,183009,AAR_BT_0173 3200 3201,MAJOR_ROAD,107
1160,78,54,COWI,,Denmark,56.154610138216704,10.157440224536913,3199,,,,,Denmark,56.15591411050229,10.176133542327875,3198,,,,183607,183091,AAR_BT_0176 3199 3198,MAJOR_ROAD,110
1165,79,53,COWI,,Denmark,56.15591411050229,10.176133542327875,3198,,,,,Denmark,56.154610138216704,10.157440224536913,3199,,,,183609,183117,AAR_BT_0177 3198 3199,MAJOR_ROAD,111
780,43,65,COWI,Aarhus,Denmark,56.131053962866226,10.166163050262412,3987,8260,Skanderborgvej,169,Aarhus,Denmark,56.125829583613914,10.157709017196566,3986,8260,Skanderborgvej,224B,186197,184621,AAR_BT_0179 3987 3986,MAJOR_ROAD,113
1155,69,60,COWI,Aarhus,Denmark,56.13096577062022,10.166318618385276,3987,8260,Skanderborgvej,169,Aarhus,Denmark,56.138322977998705,10.179336344162948,4373,8260,Skanderborgvej,107,186199,184649,AAR_BT_0180 3987 4373,MAJOR_ROAD,114
1160,70,60,COWI,Aarhus,Denmark,56.13844851575673,10.179150601188667,4373,8260,Skanderborgvej,107,Aarhus,Denmark,56.131053962866226,10.166163050262412,3987,8260,Skanderborgvej,169,186201,184675,AAR_BT_0181 4373 3987,MAJOR_ROAD,115
660,40,59,COWI,Aarhus,Denmark,56.138322977998705,10.179336344162948,4373,8260,Skanderborgvej,107,,Denmark,56.14251885276732,10.186880262565637,3150,,,,186203,184703,AAR_BT_0182 4373 3150,MAJOR_ROAD,116
1230,89,50,COWI,Odder,Denmark,56.151949698562795,10.17614185152047,3985,8300,Rypevej,11,Aarhus,Denmark,56.14774074192765,10.158060728836062,3984,8230,Anker Jensens Vej,12,186209,184784,AAR_BT_0185 3985 3984,MAJOR_ROAD,119
510,37,50,COWI,Aarhus,Denmark,56.17389164456407,10.182183959489976,3983,8200,Paludan-Müllers Vej,48,Aarhus,Denmark,56.170278565367,10.186652602364234,3982,8200,Åbogade,1A,186211,184813,AAR_BT_0186 3983 3982,MAJOR_ROAD,120
505,36,51,COWI,Aarhus,Denmark,56.170278565367,10.186652602364234,3982,8200,Åbogade,1A,Aarhus,Denmark,56.17389164456407,10.182183959489976,3983,8200,Paludan-Müllers Vej,48,186213,184839,AAR_BT_0187 3982 3983,MAJOR_ROAD,121
990,51,70,COWI,Risskov,Denmark,56.19371107014121,10.218878251485876,4581,8240,Dybbølvej,7B,,Denmark,56.187071255964284,10.212341355819717,2661,,,,186215,184866,AAR_BT_0188 4581 2661,MAJOR_ROAD,122
1010,53,69,COWI,,Denmark,56.18696229571611,10.212459373016372,2661,,,,Risskov,Denmark,56.19369241581476,10.21908612268453,4581,8240,Dybbølvej,7B,186217,184892,AAR_BT_0189 2661 4581,MAJOR_ROAD,123
1193,53,81,COWI,Hinnerup,Denmark,56.22579478256016,10.116589665412903,4322,8382,Stenhøjvej,5,Tilst,Denmark,56.21740644105506,10.10702759027481,4321,8381,Østjyske Motorvej,,173427,173011,AAR_BT_0031 4586 4364 4322 4321,MAJOR_ROAD,31
1507,60,90,COWI,Aarhus,Denmark,56.2149789163549,10.13969570304107,4364,8200,Søftenvej,,Aarhus,Denmark,56.20852026816215,10.161038385250095,4586 ,8200,Søftenvej,,173587,173118,AAR_BT_0032 4323 4364 4586,ROAD,32
1177,49,86,COWI,Aarhus,Denmark,56.21385651069573,10.144907008598352,4326,8200,15,,Aarhus,Denmark,56.20852026816215,10.161038385250095,4586 ,8200,Søftenvej,,173718,173225,AAR_BT_0033 4323 4326 4586,ROAD,33
920,41,81,COWI,Aarhus,Denmark,56.20417258212644,10.175406949737521,4350,8200,Søftenvej,,Aarhus,Denmark,56.210756242190286,10.173161614749915,4348,8200,Randersvej,,161028,158865,AAR_BT_0019 4350 4348,MAJOR_ROAD,19
1505,77,70,COWI,Aarhus,Denmark,56.2149789163549,10.13969570304107,4364,8200,Søftenvej,,Aarhus,Denmark,56.20852026816215,10.161038385250095,4349,8200,Søftenvej,,161062,158895,AAR_BT_0020 4364 4349,MAJOR_ROAD,20
1555,79,71,COWI,Aarhus,Denmark,56.20869704245814,10.161186577298167,4349,8200,Søftenvej,,Aarhus,Denmark,56.21508593264829,10.13978019262504,4364,8200,Søftenvej,,161115,158924,AAR_BT_0021 4349 4364,MAJOR_ROAD,21
3640,122,107,COWI,Aarhus,Denmark,56.21399075104399,10.145073305557275,4326,8200,15,,Tilst,Denmark,56.21740644105506,10.10702759027481,4321,8381,Østjyske Motorvej,,172116,171969,AAR_BT_0029 4326 NOT4322 4321,MAJOR_ROAD,29
1535,50,111,COWI,Aarhus,Denmark,56.21399075104399,10.145073305557275,4326,8200,15,,Tilst,Denmark,56.21740644105506,10.10702759027481,4321,8381,Østjyske Motorvej,,172904,172602,AAR_BT_0030 4586 4326 4321,ROAD,30
1010,52,70,COWI,,Denmark,56.16018043015113,10.143520804893456,2654,,,,,Denmark,56.167867187555736,10.1515794551907,2655,,,,182196,180573,AAR_BT_0131 2654 2655,MAJOR_ROAD,65
565,34,60,COWI,,Denmark,56.14563850929,10.186762304229774,3197,,,,Aarhus,Denmark,56.1417522836526,10.192723647815683,3979,8000,Søndre Ringgade,,229607,206025,AAR_BT_0491 3197 3979,MAJOR_ROAD,412
560,34,59,COWI,Aarhus,Denmark,56.141835968071454,10.192906038028696,3979,8000,Søndre Ringgade,,,Denmark,56.1457221852484,10.186944694442786,3197,,,,229609,206051,AAR_BT_0492 3979 3197,MAJOR_ROAD,413
745,46,58,COWI,Aarhus,Denmark,56.17389164456407,10.182183959489976,3983,8200,Paludan-Müllers Vej,48,,Denmark,56.178623267668705,10.18461071717934,2658,,,,186241,185210,AAR_BT_0201 3983 2658,MAJOR_ROAD,135
1495,77,70,COWI,Aarhus,Denmark,56.15286327729632,10.087895233135214,4343,8220,Silkeborgvej,699,,Denmark,56.15328110479527,10.110953550926183,4585,,,,229174,195286,AAR_BT_0365 4343 4585,MAJOR_ROAD,286
950,51,67,COWI,,Denmark,56.17312782176926,10.161757688325906,2656,,,,Aarhus,Denmark,56.170886798880105,10.149547918402732,4338,8210,Jernaldervej,3,229188,195472,AAR_BT_0372 2656 4338,MAJOR_ROAD,293
1210,64,68,COWI,Aarhus,Denmark,56.16459887184971,10.109984271163967,4325,8220,Edwin Rahrs Vej,73-75,Tilst,Denmark,56.16718933444926,10.093612498182324,4345,8381,Anelystvej,35,229220,195896,AAR_BT_0388 4325 4345,MAJOR_ROAD,309
1115,60,67,COWI,Aarhus,Denmark,56.15457258895634,10.072391914016862,4344,8220,Hestagervej,7,Aarhus,Denmark,56.15286327729632,10.087895233135214,4343,8220,Silkeborgvej,699,229234,197408,AAR_BT_0395 4344 4343,MAJOR_ROAD,316
1600,82,70,COWI,Hasselager,Denmark,56.110590119560015,10.122408752149568,4562,8361,Møllebakken,15,Aarhus,Denmark,56.11906158966682,10.143036390212956,4559,8260,Søren Lofts Vej,4,229431,197626,AAR_BT_0403 4562 4559,MAJOR_ROAD,324
685,41,60,COWI,,Denmark,56.16816672029917,10.207060089618722,4331,,,,,Denmark,56.17235120664372,10.209275766864721,3183,,,,189714,187668,AAR_BT_0237 4331 3183,MAJOR_ROAD,171
605,34,64,COWI,,Denmark,56.16018043015113,10.143520804893456,2654,,,,Aarhus,Denmark,56.1627072781356,10.139116813491796,4587,8220,Edwin Rahrs Vej,6B,229200,195631,AAR_BT_0378 2654 4587,MAJOR_ROAD,299
1125,57,71,COWI,Risskov,Denmark,56.20251117218925,10.250786139881143,4565,8240,Grenåvej,337,Risskov,Denmark,56.20913963031665,10.246642527612721,4354,8240,Viengevej,,229681,210199,AAR_BT_0530 4565 4354,MAJOR_ROAD,449
985,51,70,COWI,,Denmark,56.153135887760996,10.139060373016491,3200,,,,,Denmark,56.148158423711955,10.149694601188685,2653,,,,189674,187138,AAR_BT_0217 3200 2653,MAJOR_ROAD,151
1110,76,53,COWI,Ega,Denmark,56.210806441766366,10.269670626983498,4356,8250,Mejlbyvej,4,Ega,Denmark,56.22020076302727,10.267762215938546,4352,8250,Mejlbyvej,58,192402,190879,AAR_BT_0296 4356 4352,MAJOR_ROAD,229
455,33,50,COWI,,Denmark,56.14472622987757,10.208600965029746,3190,,,,Aarhus,Denmark,56.14184292295903,10.204335439147826,4367,8000,Marselis Boulevard,,229639,206449,AAR_BT_0507 3190 4367,MAJOR_ROAD,428
480,35,49,COWI,Aarhus,Denmark,56.14171141881423,10.204415905418273,4367,8000,Marselis Boulevard,,,Denmark,56.144719132186395,10.20872971106246,3190,,,,229641,206475,AAR_BT_0508 4367 3190,MAJOR_ROAD,429
1335,147,33,COWI,,Denmark,56.14563850929,10.186762304229774,3197,,,,Aarhus,Denmark,56.13458495857738,10.189857330024779,4554,8000,Jyllands Alle,,229643,206502,AAR_BT_0509 3197 4554,MAJOR_ROAD,430
1357,163,30,COWI,Aarhus,Denmark,56.13458495857738,10.189980711639464,4554,8000,Jyllands Alle,,,Denmark,56.1457221852484,10.186944694442786,3197,,,,229645,209721,AAR_BT_0510 4554 3197,MAJOR_ROAD,431
910,58,56,COWI,Aarhus,Denmark,56.136738858609256,10.20776318039134,4375,8000,Strandvejen,94,,Denmark,56.144719132186395,10.20872971106246,3190,,,,229493,201291,AAR_BT_0434 4375 3190,MAJOR_ROAD,355
815,45,65,COWI,Aarhus,Denmark,56.131053962866226,10.166163050262412,3987,8260,Skanderborgvej,169,,Denmark,56.13203209461566,10.157658842922274,2651,,,,189702,187509,AAR_BT_0231 3987 2651,MAJOR_ROAD,165
1170,70,60,COWI,,Denmark,56.18290049276627,10.21780255092608,3181,,,,,Denmark,56.17405423428392,10.213484466270415,3182,,,,189704,187536,AAR_BT_0232 3181 3182,MAJOR_ROAD,166
1180,71,60,COWI,,Denmark,56.17405423428392,10.213484466270415,3182,,,,,Denmark,56.18290049276627,10.217978235616556,3181,,,,189706,187562,AAR_BT_0233 3182 3181,MAJOR_ROAD,167
710,43,59,COWI,,Denmark,56.17243586196818,10.209219127208598,3183,,,,,Denmark,56.16813760017301,10.20690854480938,4331,,,,189712,187642,AAR_BT_0236 3183 4331,MAJOR_ROAD,170
1105,127,31,COWI,Aarhus,Denmark,56.141835968071454,10.192906038028696,3979,8000,Søndre Ringgade,,Aarhus,Denmark,56.13458495857738,10.189857330024779,4554,8000,Jyllands Alle,,229649,209774,AAR_BT_0512 3979 4554,MAJOR_ROAD,433
770,46,60,COWI,Aarhus,Denmark,56.13241046310714,10.174677478504236,4566,8260,Christian X's Vej,35,Aarhus,Denmark,56.138322977998705,10.179336344162948,4373,8260,Skanderborgvej,107,229651,209801,AAR_BT_0513 4566 4373,MAJOR_ROAD,434
820,55,54,COWI,Aarhus,Denmark,56.13844851575673,10.179150601188667,4373,8260,Skanderborgvej,107,Aarhus,Denmark,56.13241046310714,10.174677478504236,4566,8260,Christian X's Vej,35,229653,209827,AAR_BT_0514 4373 4566,MAJOR_ROAD,435
1360,63,78,COWI,Lystrup,Denmark,56.21728389714838,10.233619432540877,4346,8520,Lystrupvej,201,Lystrup,Denmark,56.22521120818609,10.246299305557386,4327,8520,Djurslandmotorvejen,,229655,209854,AAR_BT_0515 4346 4327,MAJOR_ROAD,436
1595,78,74,COWI,Lystrup,Denmark,56.22537224883195,10.246154466270468,4327,8520,Djurslandmotorvejen,,Lystrup,Denmark,56.21728389714838,10.233619432540877,4346,8520,Lystrupvej,201,229657,209880,AAR_BT_0516 4327 4346,MAJOR_ROAD,437
2490,114,79,COWI,Ega,Denmark,56.22020076302727,10.267762215938546,4352,8250,Mejlbyvej,58,Hjortshøj,Denmark,56.242053656769514,10.261464530094145,3153,8530,Mejlbyvej,285,192398,190825,AAR_BT_0294 4352 3153,MAJOR_ROAD,227
2615,100,94,COWI,Lystrup,Denmark,56.22521120818609,10.246299305557386,4327,8520,Djurslandmotorvejen,,Hjortshøj,Denmark,56.242053656769514,10.261464530094145,3153,8530,Mejlbyvej,285,229665,209986,AAR_BT_0520 4327 3153,MAJOR_ROAD,441
2920,166,63,COWI,Risskov,Denmark,56.196878435033454,10.216251775463206,4564,8240,Smedegade,10,Aarhus,Denmark,56.20417258212644,10.175406949737521,4350,8200,Søftenvej,,229667,210013,AAR_BT_0521 4564 4350,MAJOR_ROAD,442
2420,144,61,COWI,Aarhus,Denmark,56.19922307868954,10.182444749668093,4362,8200,Randersvej,,Risskov,Denmark,56.19677547153966,10.216211542327983,4564,8240,Smedegade,10,229669,210040,AAR_BT_0524 4362 4564,MAJOR_ROAD,443
2265,133,61,COWI,Risskov,Denmark,56.196878435033454,10.216251775463206,4564,8240,Smedegade,10,Aarhus,Denmark,56.18958131478287,10.191119927578029,4361,8200,Randersvej,210,229671,210067,AAR_BT_0525 4564 4361,MAJOR_ROAD,444
2275,133,62,COWI,Aarhus,Denmark,56.18950967440927,10.190940219574031,4361,8200,Randersvej,210,Risskov,Denmark,56.19677547153966,10.216211542327983,4564,8240,Smedegade,10,229673,210093,AAR_BT_0526 4361 4564,MAJOR_ROAD,445
2140,126,61,COWI,Risskov,Denmark,56.196878435033454,10.216251775463206,4564,8240,Smedegade,10,,Denmark,56.18461478101305,10.195804343585905,3155,,,,229675,210120,AAR_BT_0527 4564 3155,MAJOR_ROAD,446
1015,61,60,COWI,Aarhus,Denmark,56.16459887184971,10.109984271163967,4325,8220,Edwin Rahrs Vej,73-75,Aarhus,Denmark,56.16254304778694,10.125912580356612,4330,8220,Edwin Rahrs Vej,42,229162,195124,AAR_BT_0359 4325 4330,MAJOR_ROAD,280
1015,61,60,COWI,Aarhus,Denmark,56.16254304778694,10.125912580356612,4330,8220,Edwin Rahrs Vej,42,Aarhus,Denmark,56.16459887184971,10.109984271163967,4325,8220,Edwin Rahrs Vej,73-75,229164,195150,AAR_BT_0360 4330 4325,MAJOR_ROAD,281
825,50,59,COWI,Aarhus,Denmark,56.16254304778694,10.125912580356612,4330,8220,Edwin Rahrs Vej,42,Aarhus,Denmark,56.162574351819416,10.139154364418005,4587,8220,Edwin Rahrs Vej,6B,229166,195178,AAR_BT_0361 4330 4587,MAJOR_ROAD,282
1445,79,66,COWI,Aarhus,Denmark,56.124304277059785,10.141663381614649,4579,8260,Ravnsbjergvej,,Aarhus,Denmark,56.125743621869944,10.15788067857352,3986,8260,Skanderborgvej,224B,229531,201802,AAR_BT_0453 4579 3986,MAJOR_ROAD,374
1415,77,66,COWI,Aarhus,Denmark,56.125829583613914,10.157709017196566,3986,8260,Skanderborgvej,224B,Aarhus,Denmark,56.124304277059785,10.141663381614649,4579,8260,Ravnsbjergvej,,229533,201828,AAR_BT_0454 3986 4579,MAJOR_ROAD,375
3075,122,91,COWI,Ega,Denmark,56.22020076302727,10.267762215938546,4352,8250,Mejlbyvej,58,Lystrup,Denmark,56.22537224883195,10.246154466270468,4327,8520,Djurslandmotorvejen,,229659,209907,AAR_BT_0517 4352 4327,MAJOR_ROAD,438
